price,engine,cylinders,fuel,mileage,transmission,trim,body,doors,exterior_color,interior_color,drivetrain,car_age,make_model
32098.0,6,4.0,4,5.0,28,98,2,4.0,54,5,0,1,108
53791.0,9,4.0,5,11.0,14,34,6,4.0,220,32,1,1,64
49139.0,62,6.0,4,10.0,14,71,6,4.0,220,32,1,1,65
72135.0,28,6.0,4,7.0,0,158,6,4.0,28,9,1,1,31
37965.0,8,4.0,4,0.0,28,45,6,4.0,207,5,0,1,46
21000.0,57,4.0,4,5.0,27,103,2,4.0,125,5,2,1,74
37335.0,85,4.0,5,1.0,6,108,6,4.0,31,5,0,1,58
33785.0,14,4.0,4,1.0,14,155,6,4.0,166,5,0,1,75
35994.0,25,6.0,4,10.0,14,142,7,4.0,88,5,3,2,20
48268.0,10,8.0,4,3.0,0,92,5,2.0,210,41,3,1,42
45141.0,9,4.0,5,5.0,6,96,6,4.0,36,5,0,1,26
28098.0,37,4.0,4,66.0,11,3,6,4.0,61,36,0,1,116
24430.0,11,4.0,4,12.0,28,114,6,4.0,77,15,2,1,96
24430.0,11,4.0,4,12.0,28,114,6,4.0,212,15,2,1,96
25080.0,11,4.0,4,12.0,28,114,6,4.0,16,15,2,1,96
73960.0,16,4.0,4,5.0,23,35,7,4.0,134,5,0,1,87
46659.0,62,6.0,4,10.0,14,71,6,4.0,70,32,1,1,65
43490.0,9,4.0,5,18.0,6,94,6,4.0,96,5,0,1,26
47280.0,13,8.0,4,22.0,14,93,6,4.0,225,5,0,2,25
80927.0,49,6.0,0,11.0,27,69,5,4.0,223,5,1,1,104
33977.0,8,4.0,4,6.0,6,13,6,4.0,210,41,0,1,15
36550.0,8,4.0,4,4.0,14,158,5,4.0,47,9,0,1,35
37805.0,9,4.0,5,10.0,6,108,6,4.0,226,34,0,1,58
74625.0,23,6.0,4,10.0,14,128,6,4.0,182,32,1,1,67
43613.0,9,4.0,5,5.0,6,96,6,4.0,96,5,0,1,26
49836.0,66,6.0,4,7.0,27,31,6,4.0,187,32,1,1,65
27555.0,11,4.0,4,0.0,28,106,6,4.0,141,5,0,1,52
29305.0,4,3.0,4,10.0,14,30,6,4.0,47,27,2,1,30
40015.0,8,4.0,4,2.0,14,106,6,4.0,96,27,0,1,29
35195.0,14,4.0,4,10.0,14,123,6,4.0,74,5,2,1,75
35615.0,80,3.0,4,0.0,14,82,6,4.0,45,58,1,1,28
20842.0,11,4.0,4,4.0,28,103,7,4.0,102,15,2,1,102
43685.0,8,4.0,4,8.0,0,158,6,4.0,47,27,3,1,32
66770.0,23,6.0,4,20.0,14,34,6,4.0,187,32,1,1,68
48822.0,25,6.0,4,12.0,23,77,0,3.0,43,5,2,1,105
37220.0,9,4.0,5,5.0,6,108,6,4.0,67,34,0,1,58
67164.0,9,4.0,5,29.0,14,150,6,4.0,123,32,1,1,64
37309.0,9,4.0,5,5.0,6,108,6,4.0,7,5,0,1,58
77314.0,9,4.0,5,6.0,14,83,6,4.0,126,32,1,1,64
70312.0,9,4.0,5,24.0,14,83,6,4.0,126,32,1,1,64
36331.0,8,4.0,4,17.0,14,73,6,4.0,187,5,1,1,61
62343.0,9,4.0,5,11.0,14,34,6,4.0,43,32,1,1,64
67446.0,81,6.0,0,296.0,27,144,5,4.0,43,23,1,1,104
40835.0,85,4.0,5,16.0,27,75,6,4.0,7,5,0,1,58
54620.0,25,6.0,4,5.0,27,131,5,4.0,92,5,1,1,62
59674.0,66,6.0,4,8.0,27,75,6,4.0,71,32,1,1,65
69315.0,19,6.0,0,0.0,27,144,5,4.0,43,5,1,1,103
59037.0,5,4.0,0,10.0,23,135,0,3.0,10,5,3,1,92
49720.0,36,4.0,4,0.0,4,59,6,4.0,4,5,0,1,26
69085.0,23,6.0,4,20.0,14,34,6,4.0,70,5,1,1,67
43495.0,43,6.0,4,6.0,27,119,6,4.0,146,33,0,1,97
48995.0,50,8.0,4,31.0,27,152,5,4.0,222,41,3,1,17
